file_name,predicted_label
output_63.json,"Tình huống hài hước được tạo ra khi người kể giới thiệu mình là diễn viên hài độc thoại và đề xuất một thỏa thuận hài hước với người đối diện, rằng nếu người đó đấm được người kể một cái, người kể sẽ giảm giá 1% cho họ. Sự hài hước nằm ở sự bất hợp lý và ngớ ngẩn của thỏa thuận này, cũng như cách người kể tự tin vào khả năng ""nhìn trước hàng triệu phương pháp"" nhưng lại chọn cách giải quyết vấn đề một cách hài hước và bất thường."
output_64.json,"Yếu tố hài hước nằm ở sự mỉa mai về khái niệm ""nghề nghiệp"" và ""thu nhập"" khi người nói cho rằng làm Hài Độc Thoại không phải là nghề vì không có thu nhập ổn định, tạo nên một tình huống hài hước và tự trào."
output_65.json,"Tình huống hài hước nằm ở cách người nói định nghĩa ""đam mê"" một cách hài hước và không chính thống, ám chỉ rằng mọi người thường theo đuổi những thứ không mang lại lợi ích tài chính và gọi đó là ""đam mê"". Điểm cười nằm ở sự hài hước và cách nói chuyện tự nhiên, gần gũi của người nói, tạo nên một không khí thoải mái và giải trí."
output_66.json,"Điểm hài hước nằm ở sự chơi chữ và hiểu lầm về ""sữa ông thọ"". Ban đầu, người nghe có thể nghĩ về một loại sữa cụ thể, nhưng câu trả lời ""Sữa ông thọ"" và phản ứng sau đó lại ám chỉ ""ông thọ"" là một người đàn ông già, tạo nên một tình huống hài hước từ sự không liên quan và hiểu lầm về từ ngữ."
output_67.json,"Sự hài hước nằm ở sự tương phản giữa cảm xúc tức giận và hành động không dám thực hiện của người kể. Họ muốn ""quýnh"" ông già vì hành động tát trẻ em, nhưng lại không dám vì ông già ""quá bự"", tạo nên một tình huống dở khóc dở cười và thể hiện sự bối rối của nhân vật."
output_68.json,"Sự hài hước nằm ở việc so sánh sự không tương xứng giữa hai bên, với việc dùng từ ""cống rãnh"" và ""máng mương"" để mô tả một bên, trong khi bên kia được ví von với ""đại dương"" và ""thủy điện"", tạo nên sự chênh lệch và bất hợp lý, dẫn đến tiếng cười."
output_69.json,"Sự hài hước nằm ở phản ứng và nhận xét của người kể về bộ phim ""Nhà bà nữ"", đặc biệt là đoạn cuối khi người mẹ hỏi con gái về việc có bầu với nhân vật John. Điểm cười đến từ sự bất hợp lý và không thực tế của tình huống, cùng với việc người kể tự nhiên thừa nhận mình muốn có bầu với Song Luân, tạo nên một tình huống dở khóc dở cười và thể hiện sự bối rối tột độ của nhân vật."
output_70.json,"Tình huống hài hước được xây dựng qua câu chuyện về một người đàn ông tự hào về việc tuân thủ luật giao thông, nhưng lại gặp tai nạn do một người phụ nữ tông vào. Điểm cười nằm ở sự mâu thuẫn giữa việc người đàn ông tự hào về việc tuân thủ luật lệ và việc anh ta không thực sự hiểu rõ về luật giao thông, dẫn đến một tình huống dở khóc dở cười."
output_71.json,"Sự hài hước nằm ở việc người dùng Tinder không tìm kiếm người yêu hoặc bạn bè, mà lại chụp hình gia đình, tạo nên sự không phù hợp và bất ngờ."
output_72.json,"Tình huống hài hước được xây dựng qua câu chuyện về một người mẹ đi chợ và sử dụng các ""tuyệt kỹ"" để trả giá. Điểm cười nằm ở việc người mẹ sử dụng các tên gọi mang tính võ thuật như ""Nhất dương chỉ"", ""Cửu âm bạch cốt trả"", ""Giá vốn thần công"" và ""Lăng ba vi bộ"" để mô tả việc trả giá, tạo nên một tình huống hài hước và phi lý."
output_73.json,"Sự hài hước nằm ở cách diễn đạt và nhấn mạnh từ ""càaaaaa phê"" khi mô tả về một quán cà phê ""trá hình"", tạo ra sự tương phản và bất ngờ trong cách sử dụng ngôn ngữ, khiến cho tình huống trở nên hài hước và thú vị."
output_74.json,"Sự hài hước nằm ở việc người đàn ông đề xuất một chuyến ""du lịch bụi"" nhưng lại dẫn người bạn đến công trường, nơi có máy trộn đá và đất, và đề nghị người bạn hít bụi, tạo nên một tình huống hài hước và bất ngờ."
output_75.json,"Tình huống hài hước được tạo ra khi người nói đề xuất trang trí phòng theo phong cách kinh dị và muốn treo ""sếp"" lên trần nhà, nhưng sau đó nhận ra rằng sếp quá nặng và không thể treo được, tạo nên một sự bất hợp lý và ngớ ngẩn."
output_76.json,"Sự hài hước nằm ở việc người phụ nữ muốn hóa trang thành người yêu cũ của người đàn ông, nhưng cách hóa trang lại quá mức khi đề cập đến việc ""nâng ngực, cắt mí, sửa mũi, chuyển giới luôn"", tạo nên một tình huống hài hước và bất ngờ."
output_77.json,"Sự hài hước nằm ở sự nhầm lẫn giữa ""mỹ phẩm"" và ""dĩa"" khi nói về hóa trang Halloween, và sự bất ngờ khi người đàn ông hiểu lầm và mua ""nước tẩy trang"" thay vì một mặt nạ hoặc trang phục hù dọa."
output_78.json,"Tình huống hài hước được xây dựng qua cuộc trò chuyện giữa hai người qua điện thoại, khi người phụ nữ nhắc đến thợ sửa ống nước và nói ""Giờ vỡ nước rồi"", tạo nên sự nhầm lẫn và hiểu lầm về tình huống, dẫn đến một chuỗi phản ứng và câu hỏi hài hước."
output_79.json,"Yếu tố hài hước nằm ở việc người nói tạo ra một tình huống hài hước khi nói về người mù bị mụn. Họ nói rằng người mù sẽ không bao giờ cảm thấy chán vì họ có thể sờ tay lên mặt và ""đọc"" mụn, tạo nên một sự tương phản hài hước giữa khả năng ""đọc"" của người mù và việc họ không thể nhìn thấy."
output_80.json,"Sự hài hước nằm ở cách người nói đặt câu hỏi về ước mơ trở thành siêu nhân và chỉ nhận được một phản hồi tích cực, sau đó liền kết luận những người còn lại không có tivi, tạo nên một sự liên kết hài hước và bất ngờ giữa ước mơ siêu nhân và sở hữu tivi."
output_81.json,"Tình huống hài hước nằm ở sự mâu thuẫn và nghịch lý trong câu chuyện về việc bắt cóc và tống tiền, nhưng lại bàn luận về đạo đức nghề nghiệp và lương tâm."
output_82.json,"Sự kết hợp giữa một câu chuyện tưởng chừng nghiêm túc về việc học và kiểm tra, với việc nhắc đến các khái niệm khoa học như định luật 3 Newton, nhưng lại bị ""phá hỏng"" bởi việc đưa vào các chi tiết không liên quan và hài hước như ""tẩu hỏa nhập ma"" và ""Bản án chế độ Thực dân Pháp ra đời"" vào năm 1925, tạo nên một tình huống hài hước và bất ngờ."
output_83.json,"Tình huống hài hước được tạo ra bởi sự lặp đi lặp lại và nghịch lý trong cuộc trò chuyện giữa bác sĩ và bệnh nhân. Bệnh nhân đến khám bệnh nhưng lại nói sức khỏe tốt, và khi bác sĩ hỏi bệnh gì, bệnh nhân trả lời rằng chưa được khám nên không biết bệnh gì. Điều này tạo nên một vòng luẩn quẩn và vô lý, khiến cho cuộc trò chuyện trở nên hài hước và thú vị."
output_84.json,"Sự lặp đi lặp lại của câu ""Hit sâu vào"" tạo nên một không khí căng thẳng và kỳ lạ, nhưng khi nhân vật khác yêu cầu ""Anh ơi anh phải cho em thở ra chứ"", tình huống trở nên hài hước vì sự tương phản giữa hành động ""hit sâu vào"" và yêu cầu được ""thở ra"", gợi ý một tình huống dở khóc dở cười."
output_85.json,"Sự hài hước nằm ở sự không nghiêm túc và thiếu thành thật của người nghiện khi trả lời về thời gian hút thuốc, và sự chuyển đổi sang ""chích"" thay vì bỏ hẳn, tạo nên một tình huống dở khóc dở cười."
output_86.json,"Câu chuyện hài hước nằm ở sự áp dụng một câu nói truyền thống vào hoàn cảnh không phù hợp, tạo nên sự bất ngờ và hài hước."
output_87.json,"Câu hỏi về môn hóa và câu trả lời liên quan đến ""tha hóa"" tạo nên sự hài hước do sự chơi chữ và nghịch lý trong câu nói, tạo ra một tình huống dở khóc dở cười."
output_88.json,"Sự hài hước nằm ở sự lập luận vô lý của học sinh khi cho rằng không thể làm bài tập vì cha đang xem World Cup và dẫn đến bán nhà, tạo nên một chuỗi lý lẽ không liên quan và phi logic, gây cười cho người nghe."
output_89.json,"Sự hài hước nằm ở sự hiểu lầm về ""nhà"" khi nhân vật trả lời ""nhà cái"" thay vì ""nhà gia đình"", tạo nên một tình huống dở khóc dở cười."
output_90.json,"Sự hài hước nằm ở cách giải thích hài hước và ngây thơ về lý do môn bóng đá được gọi là ""thể thao vua"". Người trả lời cho rằng bóng đá là môn thể thao cho vua xem, và thêm một lý do hài hước là ""trong cung toàn thái giám đá không"", tạo nên một tình huống dở khóc dở cười và thể hiện sự sáng tạo trong cách nghĩ của nhân vật."
output_91.json,"Đoạn hội thoại này hài hước vì nó sử dụng một cách chơi chữ và liên tưởng không phù hợp giữa bóng đá nữ và một sự việc khác, tạo nên một tình huống dở khóc dở cười."
output_92.json,"Sự hài hước nằm ở câu trả lời đơn giản và hài hước của người đàn ông khi được hỏi tại sao lại nghe tiếng ồn, rằng cô có lỗ tai. Điều này tạo nên một tình huống hài hước do sự ngây thơ và thẳng thắn trong cách trả lời."
